Os01t0100100-01	chr01	100.000	7833	0	0	1	7833	2983	10815	0.0	14465
Os01t0100200-01	chr01	100.000	1218	0	0	1	1218	11218	12435	0.0	2250
Os01t0100300-00	chr01	100.000	913	0	0	1	913	12284	11372	0.0	1687
Os01t0100400-01	chr01	100.000	2965	0	0	1	2965	12721	15685	0.0	5476
Os01t0100466-00	chr01	100.000	1171	0	0	1	1171	13978	12808	0.0	2163
Os01t0100500-01	chr01	100.000	3746	0	0	1	3746	16399	20144	0.0	6918
Os01t0100600-01	chr01	100.000	4052	0	0	1	4052	22841	26892	0.0	7483
Os01t0100650-00	chr01	100.000	564	0	0	1	564	26424	25861	0.0	1042
Os01t0100700-01	chr01	100.000	1502	0	0	1	1502	27143	28644	0.0	2774
Os01t0100800-01	chr01	100.000	4636	0	0	1	4636	29818	34453	0.0	8562
Os01t0100900-01	chr01	100.000	5514	0	0	1	5514	35623	41136	0.0	10183
Os01t0101150-00	chr01	100.000	2433	0	0	1	2433	58658	61090	0.0	4494
Os01t0101175-00	chr01	100.000	996	0	0	1	996	61086	60091	0.0	1840
Os01t0101200-01	chr01	100.000	1517	0	0	1	1517	62060	63576	0.0	2802
Os01t0101200-02	chr01	100.000	3426	0	0	1	3426	62112	65537	0.0	6327
Os01t0101300-01	chr01	100.000	2953	0	0	1	2953	66302	63350	0.0	5454
Os01t0101600-01	chr01	100.000	5534	0	0	1	5534	72816	78349	0.0	10220
Os01t0101600-02	chr01	100.000	4877	0	0	1	4877	72823	77699	0.0	9007
Os01t0101600-03	chr01	100.000	1758	0	0	1	1758	75942	77699	0.0	3247
Os01t0101700-00	chr01	100.000	1670	0	0	1	1670	82426	84095	0.0	3085
Os01t0101800-01	chr01	100.000	3508	0	0	1	3508	85337	88844	0.0	6479
Os01t0101850-00	chr01	100.000	2373	0	0	1	2373	88583	86211	0.0	4383
Os01t0101900-00	chr01	100.000	346	0	0	1	346	89228	88883	0.0	640
Os01t0102000-01	chr01	100.000	1703	0	0	1	1703	91465	89763	0.0	3145
Os01t0102300-01	chr01	100.000	1140	0	0	1	1140	134300	135439	0.0	2106
Os01t0102400-01	chr01	100.000	1730	0	0	1	1730	139826	141555	0.0	3195
Os01t0102500-01	chr01	100.000	2596	0	0	1	2596	141959	144554	0.0	4795
Os01t0102600-01	chr01	100.000	2245	0	0	1	2245	145603	147847	0.0	4146
Os01t0102600-02	chr01	100.000	702	0	0	1	702	147104	147805	0.0	1297
Os01t0102700-01	chr01	100.000	2484	0	0	1	2484	148085	150568	0.0	4588
Os01t0102800-01	chr01	100.000	3597	0	0	1	3597	152853	156449	0.0	6643
Os01t0102850-00	chr01	100.000	4345	0	0	1	4345	164577	168921	0.0	8024
Os01t0102900-01	chr01	100.000	927	0	0	1	927	170316	169390	0.0	1712
Os01t0103000-01	chr01	100.000	2347	0	0	1	2347	173144	170798	0.0	4335
Os01t0103050-01	chr01	100.000	2487	0	0	1	2487	172587	175073	0.0	4593
Os01t0103075-00	chr01	100.000	1619	0	0	1	1619	180433	178815	0.0	2990
Os01t0103100-01	chr01	100.000	1942	0	0	1	1942	178607	180548	0.0	3587
Os01t0103100-02	chr01	100.000	1924	0	0	1	1924	178652	180575	0.0	3554
Os01t0103400-01	chr01	100.000	640	0	0	1	640	185828	185189	0.0	1182
Os01t0103600-01	chr01	100.000	3560	0	0	1	3560	190904	187345	0.0	6575
Os01t0103600-02	chr01	100.000	4013	0	0	1	4013	190262	186250	0.0	7411
Os01t0103650-00	chr01	100.000	1042	0	0	1	1042	187545	188586	0.0	1925
Os01t0103700-01	chr01	100.000	5251	0	0	1	5251	191037	196287	0.0	9697
Os01t0103800-01	chr01	100.000	3157	0	0	1	3157	197647	200803	0.0	5830
Os01t0103900-01	chr01	100.000	4259	0	0	1	4259	201944	206202	0.0	7866
Os01t0104000-01	chr01	100.000	3473	0	0	1	3473	209606	206134	0.0	6414
Os01t0104000-02	chr01	100.000	3451	0	0	1	3451	209581	206131	0.0	6373
Os01t0104100-01	chr01	100.000	4403	0	0	1	4403	209771	214173	0.0	8131
Os01t0104100-02	chr01	100.000	4354	0	0	1	4354	209794	214147	0.0	8041
Os01t0104200-00	chr01	100.000	1134	0	0	1	1134	216212	217345	0.0	2095
Os01t0104350-00	chr01	100.000	628	0	0	1	628	224916	225543	0.0	1160
Os01t0104400-01	chr01	100.000	2333	0	0	1	2333	226897	229229	0.0	4309
Os01t0104400-02	chr01	100.000	2163	0	0	1	2163	227139	229301	0.0	3995
Os01t0104400-03	chr01	100.000	2036	0	0	1	2036	227179	229214	0.0	3760
Os01t0104500-01	chr01	100.000	1761	0	0	1	1761	241680	243440	0.0	3253
Os01t0104600-01	chr01	100.000	8045	0	0	1	8045	256872	248828	0.0	14857
Os01t0104600-02	chr01	100.000	7744	0	0	1	7744	256571	248828	0.0	14301
Os01t0104800-01	chr01	100.000	6616	0	0	1	6616	261530	268145	0.0	12218
Os01t0104800-02	chr01	100.000	4598	0	0	1	4598	263523	268120	0.0	8492
Os01t0104900-01	chr01	100.000	4906	0	0	1	4906	275084	270179	0.0	9060
Os01t0104900-02	chr01	100.000	1269	0	0	1	1269	271518	270250	0.0	2344
