accession_name,Root_weight,Shoot_weight,Root_length,Shoot_length,Root_Na+,Root_K+,Shoot_Na+,Shoot_K+,Chlorophyll_A,Chlorophyll_B,Stress_Root_weight,Stress_Shoot_weight,Stress_Root_length,Stress_Shoot_length,Stress_Root_Na+,Stress_Root_K+,Stress_Shoot_Na+,Stress_Shoot_K+,SES,Stress_Chlorophyll_A,Stress_Chlorophyll_B,Width_WO_husk,Length_WO_husk,Height_WO_husk,Seed_Weight,Root_thickness,Shoot_thickness,Stress_Root_thickness,Stress_Shoot_thickness,Lost_Root_weight,Lost_Shoot_weight,Lost_Root_length,Lost_Shoot_length,Lost_Root_thickness,Lost_Shoot_thickness,Lost_Chlorophyll_A,Lost_Chlorophyll_B,Seed_volume,Seed_density
IRIS_313-10340,40.5,392.5,3.5,42.25,0.018481372,0.143348198,0.005188677,0.007748049,0.014425173,0.01360268,30.66666667,150.66666669999995,5.666666667,19.0,0.059591769,0.015818159,0.10474758,0.035579569,7.666666667,0.019820628,0.01898598,236.4,681.8,172.4,770.8,11.571428571428573,9.289940828402367,5.411764706152249,7.929824563157894,9.83333333,241.8333333,-2.1666666670000003,23.25,6.159663865276323,1.3601162652444732,-0.0053954549999999995,-0.005383299999999999,27.787004448,27.739586015558405
IRIS_313-10341,128.6666667,1346.333333,5.5,49.5,0.025387826,0.07796977599999999,0.005831512,0.005488976,0.020523715,0.027691507,100.0,630.6666667000002,7.583333333,36.83333333,0.064923295,0.007904951,0.148573064,0.03436,6.0,0.018702373,0.018449333,269.6,586.2,189.8,850.2,23.393939399999997,27.198653191919192,13.18681318739283,17.122171948155852,28.66666670000001,715.6666663,-2.083333333,12.666666669999998,10.207126212607172,10.07648124376334,0.001821342,0.009242174,29.995900896000013,28.34387281608119
IRIS_313-10537,75.66666667,799.0,6.5,61.16666667,0.041704203,0.075994055,0.005789196999999999,0.005425492,0.020328027,0.02060804,72.0,500.0,7.416666667,49.66666667,0.118431242,0.015824353,0.11755229,0.02508513,5.666666667,0.014807861,0.013867973,271.8,529.2,191.2,710.8,11.64102564153846,13.062670299015661,9.707865168103018,10.067114093284086,3.6666666699999984,299.0,-0.9166666670000004,11.5,1.9331604734354428,2.9955562057315728,0.005520165999999997,0.006740067000000001,27.501550272000003,25.84581570747605
IRIS_313-10539,93.66666667,1044.333333,7.666666667,66.0,0.020398412,0.185154218,0.035209814,0.08483835,0.021776439,0.02391074,64.0,375.0,7.0,38.93333333,0.037907263,0.010377183,0.13047078199999998,0.023898985,6.333333333,0.019188251,0.01929504,286.4,608.2,192.4,895.4,12.217391304251413,15.82323231818182,9.142857142857142,9.631849315893136,29.66666667,669.333333,0.6666666670000003,27.06666667,3.074534161394274,6.191383002288682,0.002588187999999998,0.0046156999999999995,33.513863552000004,26.717301591047548
IRIS_313-10587,98.0,930.0,9.5,48.125,0.020889016,0.04386845,0.003821587,0.0315589,0.021308739,0.02919203,69.66666667,344.0,9.083333332999999,36.5,0.061064257,0.009717135,0.138301664,0.043375094,7.0,0.008857823,0.008455047,320.0,572.2,219.4,1012.4,10.31578947368421,19.32467532467533,7.669724771290633,9.424657534246576,28.33333333,586.0,0.4166666670000012,11.625,2.646064702393578,9.90001779042875,0.012450916000000001,0.020736983,40.1730176,25.200994609874662
IRIS_313-10592,123.0,983.0,11.33333333,49.83333333,0.017613458000000002,0.002954032,0.00418769,0.037386969,0.019171008,0.018672207,82.0,297.6666667,8.916666667000001,36.16666667,0.049915413,0.01069976,0.171482653,0.031363491,8.333333332999999,0.00499646,0.005133493,308.2,609.2,211.4,1083.4,10.852941179662631,19.725752509680653,9.196261681899204,8.230414746706876,41.0,685.3333332999999,2.416666662999999,13.666666660000004,1.6566794977634256,11.495337762973778,0.014174548,0.013538713999999999,39.691500016,27.29551666133232
IRIS_313-10593,118.0,1129.333333,6.333333333,59.33333333,0.027470666,0.07267744400000001,0.005345765,0.008677072,0.018867585,0.019080247,128.0,634.0,7.583333333,44.0,0.068589683,0.014846667,0.123094101,0.030390086,5.0,0.021353517,0.02062622,243.4,570.2,182.8,778.4,18.631578948349034,19.03370786061987,16.879120879862818,14.409090909090908,-10.0,495.333333,-1.25,15.333333330000002,1.752458068486213,4.624616951528962,-0.002485932000000003,-0.0015459730000000026,25.370205104000007,30.681659718914663
IRIS_313-10595,102.6666667,1193.0,6.666666667,46.66666667,0.031984192,0.114328626,0.004491164000000001,0.005024464,0.022202568,0.0287648,35.0,210.3333333,7.916666667,34.16666667,0.08071505,0.009703125,0.187435846,0.022855083,7.666666667,0.012725334,0.01265631,262.4,616.2,188.6,847.4,15.400000004229998,25.564285712459693,4.421052631392798,6.156097559399406,67.66666670000001,982.6666667000002,-1.25,12.5,10.978947372837201,19.408188153060287,0.009477234000000001,0.016108489999999996,30.494899968000002,27.788253146894213
IRIS_313-10598,81.0,515.0,8.0,45.0,0.02257352,0.044797473,0.003661525,0.002983711,0.018068793,0.018816973,75.33333333,349.3333333,7.5,40.18333333,0.089605756,0.007436605,0.112182151,0.041663561,7.666666667,0.007437748,0.00747501,278.8,580.4,178.6,788.2,10.125,11.444444444444445,10.044444444,8.693488179070384,5.666666669999998,165.66666669999998,0.5,4.8166666699999965,0.0805555560000002,2.750956265374061,0.010631045,0.011341963,28.900251872,27.27311870813304
IRIS_313-10600,103.3333333,855.6666667000003,7.333333333,48.16666667,0.02306737,0.127090301,0.004744277,0.005488976,0.015842307,0.01541058,61.0,394.0,7.666666667,35.75,0.102631652,0.01597919,0.188527756,0.034299791,7.333333333,0.014579558,0.01151501,220.4,619.0,174.4,636.8,14.090909087004132,17.764705881815594,7.956521738784499,11.020979020979023,42.33333329999999,461.6666667000002,-0.33333333400000065,12.416666669999998,6.134387348219633,6.743726860836572,0.0012627489999999988,0.003895570000000001,23.79297344,26.76420421372941
