LOC_Os01g65920	chr01	100.000	3976	0	0	1	3976	38279030	38275055	0.0	7343
LOC_Os01g66000	chr01	100.000	1574	0	0	1	1574	38307729	38306156	0.0	2907
LOC_Os01g66020	chr01	100.000	1941	0	0	1	1941	38319060	38321000	0.0	3585
LOC_Os01g66030	chr01	100.000	3290	0	0	1	3290	38324074	38320785	0.0	6076
LOC_Os01g66040	chr01	100.000	1054	0	0	1	1054	38324530	38325583	0.0	1947
LOC_Os01g66050	chr01	100.000	3417	0	0	1	3417	38329179	38332595	0.0	6311
LOC_Os01g66060	chr01	100.000	1396	0	0	1	1396	38337612	38336217	0.0	2579
LOC_Os01g66100	chr01	100.000	3123	0	0	1	3123	38382382	38385504	0.0	5768
LOC_Os01g66110	chr01	100.000	5514	0	0	1	5514	38391780	38386267	0.0	10183
LOC_Os01g66120	chr01	100.000	3017	0	0	1	3017	38401533	38398517	0.0	5572
LOC_Os01g66130	chr01	100.000	3865	0	0	1	3865	38409201	38413065	0.0	7138
LOC_Os01g66140	chr01	100.000	11456	0	0	1	11456	38424621	38413166	0.0	21156
LOC_Os01g66150	chr01	100.000	2385	0	0	1	2385	38433670	38431286	0.0	4405
LOC_Os01g66160	chr01	100.000	1615	0	0	1	1615	38435460	38437074	0.0	2983
LOC_Os01g66170	chr01	100.000	3619	0	0	1	3619	38440460	38436842	0.0	6684
LOC_Os01g66180	chr01	100.000	2805	0	0	1	2805	38443627	38446431	0.0	5180
LOC_Os01g66190	chr01	100.000	2814	0	0	1	2814	38450501	38447688	0.0	5197
LOC_Os01g66200	chr01	100.000	5779	0	0	1	5779	38460564	38454786	0.0	10672
LOC_Os01g66230	chr01	100.000	5586	0	0	1	5586	38475218	38469633	0.0	10316
LOC_Os01g66240	chr01	100.000	5174	0	0	1	5174	38475617	38480790	0.0	9555
LOC_Os01g66250	chr01	100.000	2773	0	0	1	2773	38481235	38484007	0.0	5121
LOC_Os01g66260	chr01	100.000	1137	0	0	1	1137	38485604	38484468	0.0	2100
LOC_Os01g66270	chr01	100.000	645	0	0	1	645	38489525	38490169	0.0	1192
LOC_Os01g66280	chr01	100.000	2864	0	0	1	2864	38494134	38491271	0.0	5289
LOC_Os01g66290	chr01	100.000	4248	0	0	1	4248	38500880	38505127	0.0	7845
LOC_Os01g66300	chr01	100.000	4494	0	0	1	4494	38509123	38513616	0.0	8299
LOC_Os01g66310	chr01	100.000	421	0	0	1	421	38516417	38516837	0.0	778
LOC_Os01g66320	chr01	100.000	2758	0	0	1	2758	38520259	38517502	0.0	5094
LOC_Os01g66350	chr01	100.000	5548	0	0	1	5548	38534823	38540370	0.0	10246
LOC_Os02g14860	chr02	100.000	3178	0	0	1	3178	8262546	8265723	0.0	5869
LOC_Os02g14874	chr02	100.000	1698	0	0	1	1698	8276806	8278503	0.0	3136
LOC_Os02g14890	chr02	100.000	792	0	0	1	792	8292472	8293263	0.0	1463
LOC_Os02g14900	chr02	100.000	17335	0	0	1	17335	8299857	8317191	0.0	32012
LOC_Os02g14910	chr02	100.000	1901	0	0	1	1901	8323891	8325791	0.0	3511
LOC_Os02g14929	chr02	100.000	17096	0	0	1	17096	8343178	8326083	0.0	31571
LOC_Os02g14980	chr02	100.000	4192	0	0	1	4192	8358769	8362960	0.0	7742
LOC_Os02g14990	chr02	100.000	630	0	0	1	630	8363904	8363275	0.0	1164
LOC_Os02g15020	chr02	100.000	570	0	0	1	570	8381110	8380541	0.0	1053
LOC_Os02g15050	chr02	100.000	852	0	0	1	852	8394294	8395145	0.0	1574
LOC_Os02g15070	chr02	100.000	2034	0	0	1	2034	8403228	8401195	0.0	3757
LOC_Os02g15090	chr02	100.000	2120	0	0	1	2120	8408689	8406570	0.0	3916
LOC_Os02g15100	chr02	100.000	534	0	0	1	534	8411967	8411434	0.0	987
LOC_Os02g15110	chr02	100.000	501	0	0	1	501	8417585	8417085	0.0	926
LOC_Os02g15120	chr02	100.000	1066	0	0	1	1066	8422789	8423854	0.0	1969
LOC_Os02g15130	chr02	100.000	330	0	0	1	330	8428945	8429274	1.87e-173	610
